OBJECTID,HERITAGENR,PARLOCATIO,STREETNR,STREETNAME,STREETTYPE,ADDRESS2,SUBURB,DETAILS,HERITAGECL,HERITAGE_1,HERITAGE_2,HERITAGE_3,LHPCLASSTY,LGADESC,SHRCODE,COUNCILREF,CODE,IDCODE,AS2482,AS2482DESC,LOCATIONAC,ACCURACYDE,SOURCEOFDA,INTERIMDAT,INTERIMPAR,AUTHORISAT,AUTHPARREF,POLYGONTYP,POLYGONT_1,LOCALITY,SECTION23S,SECTION16S,PLANPARCEL,VALUATIONS,DEVPLANDES,UNITNR,SHRSTATUSC,SHRSTATUSD,EXTENTOFLI,SIGNIFICAN
246145,1348,282-288 Franklin Street ADELAIDE,282-288,Franklin Street,,,ADELAIDE,Greek Orthodox Church & Bell Tower,S,State,,,,Adelaide,13205,,1302,H0201302,15500,Religious Building,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,F,"CT 5494/878 F4869 A3,CT 5494/879 F4869 A4,CT 5494/880 F4869 A5",0201440803,ADELAIDE Council,,REG,11/12/1997,,"This Greek Orthodox Church, erected in 1966 and known as the Cathedral of the Archangels Michael and Gabriel, is significant as the principal place of worship for the Greek community in the city, and as a prominent symbol of non-British migration to Aust"
244405,1358,205 Waymouth Street ADELAIDE,205,Waymouth Street,,,ADELAIDE,Cumberland Arms Hotel,S,State,,,,Adelaide,13383,,1316,H0201316,10510,Hotel - Motel - Inn,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6120/974 F40003 A54,0201200009,ADELAIDE Council,,REG,11/09/1986,,"Originally licensed as the Crown and Anchor Hotel on a site further along Elizabeth Street, the current Cumberland Arms Hotel building dates from 1883 and was designed by H C Richardson for Sir E T Smith, brewer and philanthropist.  It is a typical corne"
244502,1362,34 (rear) Angas Street ADELAIDE,34 (rear),Angas Street,,,ADELAIDE,Cunningham Memorial Catholic Chapel,S,State,,,,Adelaide,13416,,1320,H0201320,15500,Religious Building,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 6114/942 D17208 A2,CT 6114/943 D77207 A60",0207324256,ADELAIDE Council,,REG,11/09/1986,,"Completed in 1922, the Cunningham Memorial Chapel of the Convent of Mercy was built as a memorial to Mother Cecilia Cunningham's parents and is remarkable for its excellence of design and workmanship at a time when craft skills were still highly regarded"
246812,1364,82-96 Wakefield Street ADELAIDE,82-96,Wakefield Street,,,ADELAIDE,Office (former Menz Biscuit Factory),S,State,,,,Adelaide,10816,,1322,H0201322,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5836/846 F16379 A5 - 10,0205697008,ADELAIDE Council,,REG,5/04/1984,,"The Menz Biscuit Factory was built 1878 and reflects the growth of manufacturing in South Australia  from the 1850s to the 20th century.  It was associated with the Menz family and  their successful business on this site until 1953.
  
The factory is sig"
244156,1370,King William Road ADELAIDE,,King William Road,,,ADELAIDE,"Adelaide Festival Centre (Festival Theatre, Playhouse, Space and Amphitheatre, the Southern Plaza, and Carparking, Restaurant and Convention Facilities)",S,State,,,,Adelaide,13200,,1331,H0201331,13040,Theatre - Cinema,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,F G,CT 5895/158 D59055 A100,"0200001016, 0200001155,0200001163,0200001294,020182150*",ADELAIDE Council,,REG,11/12/1997,,"The construction of the Adelaide Festival Centre was a milestone in South Australian history.  The Adelaide Festival of Arts had been the first of its kind in Australia, a bold vision which became an enduring event, marking South Australia as the 'Festiv"
244193,1372,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,"Statue of Venus [a copy of  Antonio Canova's Venus], Prince Henry Gardens",S,State,,,,Adelaide,16175,,1333,H0201333,32240,Monument - Column - Cairn - Cross - Shrine - Marker - Statue,H,high level confidence,SHB,,,,,D,"item has been digitised (generally because it doesn't exist in a DCDB parcel, eg. bridge",ADELAIDE,,A,CT 0000/0000 H105100,,ADELAIDE Council,,REG,11/06/1998,,"The Statue of Venus, unveiled in 1892, was Adelaide's first piece of public art.  A copy of a classical masterpiece, the statue was presented to the City of Adelaide by W A Horn, who hoped to ornament the city with what was considered appropriate public"
246621,1682,20 Little Gilbert Street ADELAIDE,20,Little Gilbert Street,,,ADELAIDE,Adelaide Mosque,S,State,,,,Adelaide,10947,,1687,H0201687,15500,Religious Building,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT NUA/NUA F207400 A110,,ADELAIDE Council,,REG,24/07/1980,,"Built in 1889, with its four minarets added by 1903, the Adelaide Mosque is historically significant as one of the few relics of Afghan immigration to South Australia in the nineteenth century.  Camels were first imported in significant numbers in the 18"
244147,1684,King William Road ADELAIDE,,King William Road,,,ADELAIDE,Pioneer Women's Memorial Garden,S,State,,,,Adelaide,16177,,1689,H0201689,32240,Monument - Column - Cairn - Cross - Shrine - Marker - Statue,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,A F,CR 6102/717 F38386 Q20,0205735908,ADELAIDE Council,,REG,12/02/1998,,"The garden, sundial, sculpture, seat and wall were erected to commemorate the contribution made by pioneer women to South Australia's development.  These five elements of the garden are integral to the layout design and its heritage significance.  The ga"
244133,1685,"Park Lands, Victoria Drive ADELAIDE",,"Park Lands, Victoria Drive",,,ADELAIDE,The University of Adelaide Footbridge [Metal Arch],S,State,,,,Adelaide,13639,,1690,H0201690,25010,Bridge,H,high level confidence,SHB,,,,,D,"item has been digitised (generally because it doesn't exist in a DCDB parcel, eg. bridge",ADELAIDE,,,"CR 6102/717 F38386 Q22,CR 5807/965 F41835 A5,CR 6109/995 H106100 S1630","0205735908, 022160000*,0223404459",ADELAIDE Council,,REG,11/09/1986,,"The University of  Adelaide Footbridge was built in 1937 and  is believed to be the  first welded steel bridge in South  Australia.  It was constructed as part of the Adelaide City Council's contribution to South Australia's Centenary in 1936, with funds"
246312,1691,West Terrace ADELAIDE,,West Terrace,,,ADELAIDE,West Terrace Cemetery,S,State,,,,Adelaide,12722,,1696,H0201696,32120,Cemetery,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 6125/317 D90661 A100,CR 6125/318 D90661 A101","0213070002, 0213070504",ADELAIDE Council,,REG,23/11/1989,,"West Terrace Cemetery is the single most significant cemetery in South Australia and was part of Colonel  Light's plan for the City of Adelaide of 1837.  Initially associated with the Anglican Church and the Reverend C B Howard, it has since been used by"
244376,1692,West Terrace ADELAIDE,,West Terrace,,,ADELAIDE,Adelaide High School (formerly Adelaide Boys High School) 1951 building only and Observatory Site,S,State,,,,Adelaide,12557,,1697,H0201697,14040,Secondary School/College,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 6102/723 D73209 A60, 66",0201802501,ADELAIDE Council,,REG,28/11/1985,,"Built 1947-51 as the Adelaide Boys High School and designed by Sydney architects E B Fitzgerald and J R Brogan, the building is of architectural significance as 'the first mainstream International style building in Adelaide' (R Apperly et al 'A Pictorial"
244131,1695,18 Gaol Road ADELAIDE,18,Gaol Road,,,ADELAIDE,Former Adelaide Gaol,S,State,,,,Adelaide,10937,,1700,H0201700,18100,Historic Sites (unclassified),H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5756/336 H105106 S549,0201813008,ADELAIDE Council,,REG,8/11/1984,,"At the time it was built the Adelaide Gaol was the largest and most costly public work undertaken in the infant province of South Australia. Dating from 1841, it is the State's oldest surviving penal establishment and, along with Government House, one of"
244366,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244365,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244160,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244159,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244154,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244153,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244151,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244150,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244148,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244145,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,0201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917  to accommodate the South Australia Mounted Police, who moved from their premises located behind the South"
244472,1712,224 Frome Street ADELAIDE,224,Frome Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10782,,1718,H0201718,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5242/926 F131826 A4,0207234218,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
244509,1727,216 Angas Street ADELAIDE,216,Angas Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10777,,1733,H0201733,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5818/313 F181518 A676,0207234162,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
244508,1728,220 Angas Street ADELAIDE,220,Angas Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10776,,1734,H0201734,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5108/619 F101449 A2,0207234154,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
244507,1729,222 Angas Street ADELAIDE,222,Angas Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10775,,1735,H0201735,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5362/925 F181520 A678,0207234146,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
244492,1730,224 Angas Street ADELAIDE,224,Angas Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10773,,1736,H0201736,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5833/645 F181568 A726,0207234138,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
244474,1732,226 Angas Street ADELAIDE,226,Angas Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10771,,1738,H0201738,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5118/702 F102160 A2,0207234111,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
244468,1733,226A Angas Street ADELAIDE,226A,Angas Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10772,,1739,H0201739,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5229/59 F126066 A1,0207234103,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
246813,1738,207 East Terrace ADELAIDE,207,East Terrace,,,ADELAIDE,"Public Schools Club Building (former Residence of William and Lawrence Bragg, sometime Sandford House)",S,State,,,,Adelaide,12832,,1745,H0201745,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,G,CT 5104/250 D35590 A21,0207527002,ADELAIDE Council,,REG,23/09/2004,,"This house was the family home of William Henry and William Lawrence Bragg, the father and son joint recipients of the Nobel Prize for Physics in 1915.  Theirs is one of only two Nobel Prizes awarded a South Australian, the other being awarded to Sir How"
263938,26339,Victoria Square ADELAIDE,,Victoria Square,,,ADELAIDE,John McDouall Stuart Monument,S,State,,,,Adelaide,26397,,2405,H0202405,32240,Monument - Column - Cairn - Cross - Shrine - Marker - Statue,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,A E G,CR 5779/247 F218073 A116,,ADELAIDE Council,,REG,8/03/2013,,"In addition to commemorating the bold exploits of one of Australia's premier explorers, the monument to John McDouall Stuart is of heritage value for the manner it invokes the era of the exploration of the Australian continent's interior and the many con"
249092,1478,93-100 East Terrace ADELAIDE,93-100,East Terrace,,,ADELAIDE,"Dwelling ('Rymill House', previously 'The Firs') including  Western and Southern Boundary Walls",S,State,,,,Adelaide,10792,,1444,H0201444,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5518/1 D14079 A10,0205289207,ADELAIDE Council,,REG,28/05/1981,,"Architecturally, Rymill House is of very high significance as an unusual and exuberant example of the Queen Anne style in South Australia, and may be of even wider significance.  Its grandeur of scale, complex architectural composition, and variety of de"
246115,1478,93-100 East Terrace ADELAIDE,93-100,East Terrace,,,ADELAIDE,"Dwelling ('Rymill House', previously 'The Firs') including  Western and Southern Boundary Walls",S,State,,,,Adelaide,10792,,1444,H0201444,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5518/1 D14079 A10,0205289207,ADELAIDE Council,,REG,28/05/1981,,"Architecturally, Rymill House is of very high significance as an unusual and exuberant example of the Queen Anne style in South Australia, and may be of even wider significance.  Its grandeur of scale, complex architectural composition, and variety of de"
244436,1485,329 Wakefield Street ADELAIDE,329,Wakefield Street,,,ADELAIDE,Dwelling ('Carhayes'),S,State,,,,Adelaide,13420,,1452,H0201452,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5598/760 D50668 A99,0207140107,ADELAIDE Council,,REG,11/09/1986,,"Built in 1879 for Thomas Barnfield, 'Carhayes' is significant as one of the early Adelaide homes of the Bonython family, most notably John Langdon, who lived there for 19 years and his eldest son, John Lavington who owned and occupied 'Carhayes' for near"
244440,1486,339 Wakefield  Street ADELAIDE,339,Wakefield  Street,,,ADELAIDE,Dwelling ('Cartref'),S,State,,,,Adelaide,13423,,1453,H0201453,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5123/767 D25554 A1,020714110*,ADELAIDE Council,,REG,11/09/1986,,"This house was built in 1882 for Joachim Matthias Wendt, the founder of one of South Australia's most prominent firms of jewellers and watchmakers.  Wendt, who occupied the house until his death in 1917, had considerable skills in his craft as a jeweller"
244522,1487,343-345 Angas Street ADELAIDE,343-345,Angas Street,,,ADELAIDE,Salvation Army Women's Hostel,S,State,,,,Adelaide,13107,,1454,H0201454,18100,Historic Sites (unclassified),H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5523/856 F182579 A117,CT 6129/335 F182580 A118",0207508100,ADELAIDE Council,,REG,11/09/1986,,"Built in 1921, the hostel is important for its association with the Salvation Army, being representative of the philanthropic work of that organisation. It also signifies the changing role of women in the workforce, particularly in the years following th"
244521,1487,343-345 Angas Street ADELAIDE,343-345,Angas Street,,,ADELAIDE,Salvation Army Women's Hostel,S,State,,,,Adelaide,13107,,1454,H0201454,18100,Historic Sites (unclassified),H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5523/856 F182579 A117,CT 6129/335 F182580 A118",0207508100,ADELAIDE Council,,REG,11/09/1986,,"Built in 1921, the hostel is important for its association with the Salvation Army, being representative of the philanthropic work of that organisation. It also signifies the changing role of women in the workforce, particularly in the years following th"
246641,1500,188 Gilles Street ADELAIDE,188,Gilles Street,,,ADELAIDE,"Dwelling (former Beresford Arms, later Oddfellows Arms Hotel)",S,State,,,,Adelaide,11583,,1467,H0201467,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5881/568 F182013 A361,0209319004,ADELAIDE Council,,REG,5/04/1984,,"Built in 1840 and licensed for over 20 years as the Beresford, and later Oddfellows Arms, this building remains as a rare and relatively intact example of the many early public houses which traded within the City of Adelaide.  Of simple construction on a"
244510,1502,214 Angas Street ADELAIDE,214,Angas Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10778,,1469,H0201469,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5818/312 F181517 A675,0207234170,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
244467,1503,220 Frome Street ADELAIDE,220,Frome Street,,,ADELAIDE,Dwelling ('Elder Mews') (former Adelaide Workmen's Homes),S,State,,,,Adelaide,10764,,1471,H0201471,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5674/203 F181567 A725,0207234226,ADELAIDE Council,,REG,26/11/1981,,"The Elder Mews cottages are significant for being built by Adelaide Workmen's Homes, one of many South Australian organisations that benefited from the philanthropy of Sir Thomas Elder, who bequeathed 25000 pounds to establish the institution. Its aim wa"
244168,1519,Botanic Road ADELAIDE,,Botanic Road,,,ADELAIDE,National Wine Centre of Australia Administration Building ['Yarrabee House'] (former Lunatic Asylum Medical Officer's Residence) and Front Fence,S,State,,,,Adelaide,13642,,1487,H0201487,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 6074/282 D86132 A200,020578606*,ADELAIDE Council,,REG,11/09/1986,,"Historically this place is associated with the Adelaide Lunatic Asylum that operated for 40 years on a site that is now part of the Adelaide Botanic Gardens. The former residence, which was built in 1866 for the Medical Officer of the Asylum, East Lodge,"
244164,1519,Botanic Road ADELAIDE,,Botanic Road,,,ADELAIDE,National Wine Centre of Australia Administration Building ['Yarrabee House'] (former Lunatic Asylum Medical Officer's Residence) and Front Fence,S,State,,,,Adelaide,13642,,1487,H0201487,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 6074/282 D86132 A200,020578606*,ADELAIDE Council,,REG,11/09/1986,,"Historically this place is associated with the Adelaide Lunatic Asylum that operated for 40 years on a site that is now part of the Adelaide Botanic Gardens. The former residence, which was built in 1866 for the Medical Officer of the Asylum, East Lodge,"
244155,1524,Kintore Avenue ADELAIDE,,Kintore Avenue,,,ADELAIDE,"Hartley Building (originally Adelaide Teachers College), The University of Adelaide",S,State,,,,Adelaide,13652,,1493,H0201493,14010,University,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6129/107 H105100 S737,020575413*,ADELAIDE Council,,REG,11/09/1986,,"Completed in 1927 as a purpose-built Teachers Training College, in which role it was in continuous use until its transfer to the University of Adelaide in 1991, the Hartley Building is of high historical and architectural significance.

As the principal"
244142,1529,Victoria Drive ADELAIDE,,Victoria Drive,,,ADELAIDE,"Union Building Group, The University of Adelaide (including the Lady Symon Building, the George Murray Building, the Cloisters, the Western Annexe and the multi-level Union House)",S,State,,,,Adelaide,17619,,1498,H0201498,14010,University,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,E G,CT 6129/107 H105100 S1206,020575413*,ADELAIDE Council,,REG,25/07/2002,,"This group of buildings represents two major stages of development for the Adelaide University Union to provide services and facilities for students on campus.  The earlier Georgian buildings designed by Woods, Bagot, Jory and Laybourne-Smith reflect the"
244158,1530,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,"Bragg Laboratories, The University of Adelaide",S,State,,,,Adelaide,13757,,1499,H0201499,14010,University,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6129/107 H105100 S1205,020575413*,ADELAIDE Council,,REG,23/11/1989,,The Bragg Laboratories at the University of Adelaide were built in 1962 during the postwar period 'science boom' of the late 1950s and early 1960s which arose from the Cold War rivalry between the Soviet Union and the United States.  Designed by Hassell
244152,1531,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,"Barr Smith Library (original building only), The University of Adelaide",S,State,,,,Adelaide,10643,,1500,H0201500,14010,University,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6077/7 H105100 S1207,020575413*,ADELAIDE Council,,REG,23/09/1982,,"The Barr Smith Library is of high historical significance as the direct lineal descendant of the first library established by the University of Adelaide (the State's first university) in 1882, and for its long association with the Barr Smith family, a pr"
244187,1532,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,"Former South Australian Institute Building, State Library of SA",S,State,,,,Adelaide,10846,,1501,H0201501,14010,University,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5759/861 H105100 S510,0205753989,ADELAIDE Council,,REG,24/07/1980,,"The southern half of the Institute Building was completed in 1860 for the South Australian Institute, a body created by Act of Parliament in 1856. It is historically significant as the oldest cultural building on North Terrace. It was the first permanent"
244194,1533,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,"Statue of Captain Matthew Flinders, Prince Henry Gardens",S,State,,,,Adelaide,19142,,1502,H0201502,32240,Monument - Column - Cairn - Cross - Shrine - Marker - Statue,H,high level confidence,SHB,,,,,D,"item has been digitised (generally because it doesn't exist in a DCDB parcel, eg. bridge",ADELAIDE,,G,CT 0000/0000 H105100,,ADELAIDE Council,,REG,25/07/2002,,This statue was built to commemorate the life of Captain Matthew Flinders and in particular his extensive contribution to the exploration and mapping of a large section of South Australia's coastline in 1802.  It was a belated memorial to a talented expl
244192,1534,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,Memorial to His Majesty King Edward VII,S,State,,,,Adelaide,16176,,1503,H0201503,32240,Monument - Column - Cairn - Cross - Shrine - Marker - Statue,H,high level confidence,SHB,,,,,D,"item has been digitised (generally because it doesn't exist in a DCDB parcel, eg. bridge",ADELAIDE,,E,CT 0000/0000 H105100,,ADELAIDE Council,,REG,11/06/1998,,"A significant monument, with landmark qualities.  The statue is the work of Sir Bertram Mackennal, the only Australian sculptor to be elected a full member of the Royal Academy.  Mackennal produced three other Edward VII sculptures, located in Melbourne,"
244167,1539,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,"Art Gallery of South Australia Auditorium (former Government Supplies Store, later Military Store, sometime South Australian Archives, sometime Historical Museum)",S,State,,,,Adelaide,10876,,1508,H0201508,13020,Museum,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5759/863 H105100 S562,0205754084,ADELAIDE Council,,REG,24/07/1980,,"Built in 1867 as a store for the Mounted Police, the building is associated with the nearby former Mounted Police Barracks (registered place 10872) and former Armoury (registered place 13667). It  was later used as a military store by the Colonial and Co"
263904,26326,47-49 Waymouth Street ADELAIDE,47-49,Waymouth Street,,,ADELAIDE,Woodards House,S,State,,,,Adelaide,13106,,2401,H0202401,10000,Buildings in general,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,E,CT 5323/691 F170677 A132,,ADELAIDE Council,,REG,23/08/2013,,"Woodards House, built in 1928-1929, is an outstanding example of a building constructed in the Inter-War Commercial Palazzo style. It shows the public style of F Kenneth Milne, a prominent South Australian architect, who regarded this building as one of"
