OBJECTID,HERITAGENR,PARLOCATIO,STREETNR,STREETNAME,STREETTYPE,ADDRESS2,SUBURB,DETAILS,HERITAGECL,HERITAGE_1,HERITAGE_2,HERITAGE_3,LHPCLASSTY,LGADESC,SHRCODE,COUNCILREF,CODE,IDCODE,AS2482,AS2482DESC,LOCATIONAC,ACCURACYDE,SOURCEOFDA,INTERIMDAT,INTERIMPAR,AUTHORISAT,AUTHPARREF,POLYGONTYP,POLYGONT_1,LOCALITY,SECTION23S,SECTION16S,PLANPARCEL,VALUATIONS,DEVPLANDES,UNITNR,SHRSTATUSC,SHRSTATUSD,EXTENTOFLI,SIGNIFICAN
246151,1324,65-69 Flinders Street ADELAIDE,65-69,Flinders Street,,,ADELAIDE,Baptist Church Office - former Manse; Mead Hall,S,State,,,,Adelaide,10801,,1260,H0201260,15500,Religious Building; Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,A E,CT 5461/420 F18084 A51,205470006,ADELAIDE Council,,REG,11/12/1997,,"Flinders Street Baptist Church was completed in 1863 and is a State Heritage Place. Mead Hall was erected in 1867/70, and the manse in 1877. The Church, the hall and the manse form an impressive group of ecclesiastical buildings, the integrity of which is now rare in the City and indeed in South Australia. The buildings as a group are of importance as the physical manifestation of the unification, consolidation and outreach of the Baptist cause in South Australia."
244345,1333,233-235 Grenfell Street ADELAIDE,233-235,Grenfell Street,,,ADELAIDE,The Old Exchange Hotel (originally Producers Club Hotel),S,State,,,,Adelaide,10994,,1272,H0201272,10510,Hotel - Motel - Inn,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5528/17 F181802 A150,CT 5975/63 F102897 A22",204790964,ADELAIDE Council,,REG,5/04/1984,,"Formerly known as the Producers Hotel, this hotel was built in 1906 by the South Australian Brewing Company in anticipation of the increased trade provided by the recently established nearby East End Fruit and Produce Exchange. It is an important and rare intact example of a hotel in the Queen Anne style, displaying many of the features typical of that style: terracotta tile roof, elaborate and prominent gables, leadlighting and substantial and decorative verandah and balcony trim. (HB 07/2008)"
244364,1337,298 North Terrace ADELAIDE,298,North Terrace,,,ADELAIDE,Ayers House and former Coach House/Stables and Wall,S,State,,,,Adelaide,10849,,1276,H0201276,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5927/883 D61170 A500,020338610*,ADELAIDE Council,,REG,24/07/1980,,"From 1855 to 1897 Ayers House was the family home of notable South Australian colonist Sir Henry Ayers (seven times Premier of South Australia and President of the Legislative Council for 13 years). The house has special associations with both his business and political career and signifies his wealth and status in the social structure of South Australia during that time. It is a grand nineteenth century residential building representative of the domestic lives and accoutrements of the very wealthy in Victorian Adelaide. It is also a reminder of a time when North Terrace was one of Adelaide's premier residential addresses. Constructed in stages between c 1848 and 1876, the house was progressively enlarged and embellished by Ayers, with the final stages being completed to the design of architect G S Kingston in 1875-76. The internal paint finishes of Ayers House demonstrate a high degree of creative, aesthetic and technical accomplishment and are of significance as a likely example of the work of decorating firm Lyon, Cottier Ltd, which had offices in London, Scotland, New York and Sydney. The extensive stencilled and hand finished decoration in Ayers House is probably the work of their employee, Scotsman Charles Gow. Ayers House is one of the few South Australian houses to retain such excellent design and workmanship in internal painted decoration. (Adapted from McDougall & Vines Ayers House Conservation Plan 1999, and Danvers Architects Pty Ltd Conservation Plan 1990)"
244168,1519,Botanic Road ADELAIDE,,Botanic Road,,,ADELAIDE,National Wine Centre of Australia Administration Building ['Yarrabee House'] (former Lunatic Asylum Medical Officer's Residence) and Front Fence,S,State,,,,Adelaide,13642,,1487,H0201487,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 6074/282 D86132 A200,020578606*,ADELAIDE Council,,REG,11/09/1986,,"Historically this place is associated with the Adelaide Lunatic Asylum that operated for 40 years on a site that is now part of the Adelaide Botanic Gardens. The former residence, which was built in 1866 for the Medical Officer of the Asylum, East Lodge, together with some walling and the former morgue, are all that remain of the Asylum. As a result of a land swap in the early 1930s, Yarrabee House was associated with the Botanic Gardens until the National Wine Centre was constructed in 2001. (PJS 24/11/97)"
246094,533,1-25 Palmer Place NORTH ADELAIDE,1-25,Palmer Place,,,NORTH ADELAIDE,Aquinas College (former Dwellings 'Montefiore' and 'Roche House' only),S,State,,,,Adelaide,11582,,446,H0200446,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,NORTH ADELAIDE,,,"CT 5855/212 F183387 A115,CT 5877/120 T106101 T748",220058052,ADELAIDE Council,,REG,8/11/1984,,"Historically, Montefiore is mostly associated with Sir Samuel Way who was responsible for transforming the original Regency style mansion into one of Italianate style. This former residence is representative of a grand living style associated with a person of note. Way was Chief Justice from 1876 until his death in 1916. He was Chancellor of the University of Adelaide, first Grand Master of the United Grand Lodge of Freemasons in South Australia and a notable philanthropist. Architecturally, the house has undergone three major stages of development. Built in the Regency style in the 1850s, it was transformed in the late 1870s in the Italianate style when ornamentation in the form of stucco and cast iron were added. The architect for those changes was William McMinn. The loss of its second storey after Way's death, demonstrates the unpopularity of large houses in the City, particularly after the First World War, when many large mansions became offices, private hospitals, or schools. Since 1948, the former residence has been part of Aquinas College and therefore has had a long association as a Catholic residential college. (PJS 25/11/97) Built in 1905, Roche house is architecturally significant as an excellent example of a large house of the Federation period, during which emphasis was placed on asymmetry, variety of roof form (tiles, gables and projections were common) and quality brick dressing. The building has important detailing to the brickwork of the porch and adjacent window, and the quality of the joinery and internal fittings, especially to the galleried entrance, are of a very high order. During the 1920s it was the home of Sir Collier Cudmore, Solicitor, President of LCL 1934-36 and Olympic Gold medalist in 1908. The essential integrity of the building is high; unsympathetic additions have been made at the rear, but these are not obtrusive. The new use of the building since its purchase by Aquinas College in 1953 has required few internal alterations. (Adapted from City of Adelaide Heritage Study 1981)"
244237,1711,72 Rundle Mall ADELAIDE,72,Rundle Mall,,,ADELAIDE,Balfour's Shop and Cafe,S,State,,,,Adelaide,10411,,1717,H0201717,11500,Business:  Commercial/Retail,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,F,CT 6129/290 F42223 A10,203637503,ADELAIDE Council,,REG,11/12/1997,,"Historically, one of Adelaide's oldest surviving bakers. The origins of the company date to 1853 when it was established by James Calder. It became known as Balfours when Calder's nephew John Balfour took over the company. Balfour's in Rundle Mall is the last functioning cafe to be operated by this prominent South Australian business and is well known by the community at large. Balfours has occupied this building since 1895. Architecturally, the building is considered to be innovative because of the building envelope, which is independent of the internal structure. A new facade was designed by Louis Laybourne-Smith in 1924. The building has a large steel and glass curtain wall to the Rundle Mall frontage surrounded by abstracted Classical details, in particular the monumental pilasters which frame the studio-like south light. The interior of the cafe has been modified and a mezzanine floor removed. However, sufficient timber wall-panelling has been retained to provide a good impression of its former ambience. (PJS 5/12/97)"
244380,1284,97 King William Street ADELAIDE,97,King William Street,,,ADELAIDE,BankSA (former Savings Bank of South Australia Head Office),S,State,,,,Adelaide,13384,,1217,H0201217,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6058/64 D31102 A104,200934908,ADELAIDE Council,,REG,11/09/1986,,"Historically, the Savings Bank of South Australia building is significant because it represents a wholly South Australian Bank established in the early years of the colony. Built 1939-1943, it is a symbol of the continued growth of the Bank's operations, which included school and work-place banking facilities as an early and at the time novel service for customers. Architecturally, the Savings Bank of South Australia is a monumental example of its pre-war style with many interesting design features. The building exemplifies the architectural struggle between classical leanings and modern techniques. (Heritage Conservation Branch Assessment Report 5/11/1982)"
244366,1698,Port Road ADELAIDE,,Port Road,,,ADELAIDE,Thebarton Police (originally Mounted Police) Barracks Complex,S,State,,,,Adelaide,11048,,1703,H0201703,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5999/489 D56872 A80,201810501,ADELAIDE Council,,REG,28/11/1985,,"Historically, the South Australian Police Force has been associated with the Thebarton Police Barracks since the barracks were constructed in 1917 to accommodate the South Australia Mounted Police, who moved from their premises located behind the South Australian Museum. The South Australian Mounted Police Cadre, established in 1838, is the oldest of its type in Australia, and with the possible exception of the Royal Irish Mounted Constabulary created by Robert Peel, is the oldest in the world. The changing use of the buildings on site illustrates the transition to motorised patrols, while retaining a patrol of Police Greys that supplement foot patrols and participate as honour guards at ceremonial functions. Architecturally the barracks, which were designed by the Architect- in-Chief's Department, are of a utilitarian design with Edwardian elements. (PJS 25/11/97)"
263938,26339,Victoria Square ADELAIDE,,Victoria Square,,,ADELAIDE,John McDouall Stuart Monument,S,State,,,,Adelaide,26397,,2405,H0202405,32240,Monument - Column - Cairn - Cross - Shrine - Marker - Statue,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,A E G,CR 5779/247 F218073 A116,,ADELAIDE Council,,REG,8/03/2013,,"In addition to commemorating the bold exploits of one of Australia's premier explorers, the monument to John McDouall Stuart is of heritage value for the manner it invokes the era of the exploration of the Australian continent's interior and the many consequences that flowed from this. These included the South Australian annexation of the Northern Territory, the construction of the Overland Telegraph and the pastoral penetration of the interior. The location of Stuart's monument is also significant in its present and original position, being located in Victoria Square."
244105,1704,Montefiore Hill NORTH ADELAIDE,,Montefiore Hill,,,NORTH ADELAIDE,Light's Vision and Memorial to Colonel William Light,S,State,,,,Adelaide,16232,,1710,H0201710,32240,Monument - Column - Cairn - Cross - Shrine - Marker - Statue,H,high level confidence,SHB,,,,,B,Building footprint,NORTH ADELAIDE,,G,CR 6102/703 D81642 A100,223405507,ADELAIDE Council,,REG,8/10/1998,,"Light's Vision, the look-out and monument on Montefiore Hill, North Adelaide, commemorates Colonel William Light, South Australia's first Surveyor-General, who selected the site for the capital of the colony and laid out the city of Adelaide in 1836-37."
264146,26488,284-286 South Terrace ADELAIDE,284-286,South Terrace,,,ADELAIDE,Magarey House,S,State,,,,Adelaide,26355,,2411,H0202411,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,G,CT 6105/990 D57371 A50,,ADELAIDE Council,,REG,10/05/2013,,"Magarey House on South Terrace, Adelaide is of heritage significance because of its association with the life and work of Dr Helen Mayo and the Mothers and Babies Health Association (MBHA) from 1938. Dr Helen Mayo, in partnership with Miss Harriet Stirling, founded the School for Mothers in 1909 which became the Mother and Babies Health Association (MBHA) in 1927. The principal role of the MBHA was to promote the education of the mother in all that concerns the physical, mental and moral development of herself and her offspring. In 1938 the MBHA moved to South Terrace establishing its infant welfare and training centre facility in Magarey House. The MBHA has provided a service to several generations of women and their babies at Magarey House for over 70 years. The MBHA has now become the Children Youth and Women's Health Service and they continue to occupy Magarey House."
243732,1697,War Memorial Drive NORTH ADELAIDE,,War Memorial Drive,,,NORTH ADELAIDE,North Adelaide Railway Station [The associated Signal Cabin was destroyed by fire c1990],S,State,,,,Adelaide,13657,,1702,H0201702,24020,Railway Platform,H,high level confidence,SHB,,,,,B,Building footprint,NORTH ADELAIDE,,,CR 5373/132 D34345 A6,221258507,ADELAIDE Council,,REG,11/09/1986,,"Opened in 1857, North Adelaide is the third-oldest railway station building in the State, after Bowden and Alberton, and is the only surviving original station building on the Adelaide - Gawler line, which opened to Gawler in 1857 and was extended to Kapunda in 1860. The Register of the National Estate citation records that 'the design is of interest to architectural history for the way it combines a typical mid-Victorian four room cottage under the same roof with the Station's business functions, in a way that presents a symmetrical front to both portions. This variation on the station with residence theme may be compared with early NSW and Victorian stations which, if they did incorporate residences, were usually two storey (eg on the Geelong-Ballarat line, 1862) and it contrasts with later nineteenth century station buildings where standard designs with detached residences became more common. It also contrasts with Bowden and Alberton stations, which had no attached residences.'"
246128,1299,141 King William Street ADELAIDE,141,King William Street,,,ADELAIDE,"Adelaide General Post Office (GPO), including the original 1872 building, remaining 1893 extensions, former Telephone Exchange (1907) and its 1914 extension",S,State,,,,Adelaide,10860,,1234,H0201234,11510,Business House - Offices,L,low level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 6084/525 D86151 A807,CT 6091/763 D86151 A801,CT 6122/319 D86151 A800","0201310005, 0201311008",ADELAIDE Council,,REG,24/07/1980,,"Opened in 1872, the Adelaide GPO was one of South Australia's most important public buildings, and represents the critical role played by postal, telegraphic and telephonic communications in the development of the state. The scale and impressive architectural detailing of the building and its prominent location in the centre of Adelaide reflect its importance as the focus of the network of communication services in South Australia for many decades. Its construction was the result of the entrepreneurial drive of Postmaster-General Sir Charles Todd, who was instrumental in establishing telegraphic communications in both South Australia and Australia and in encouraging the state Government's monopolistic control of all communication services in South Australia. The subsequent additions to the building and the construction of the separate Telephone Exchange were a direct response to increasing demand for the new technologies of telegraph and telephone services in the years leading up to and following Federation. [HB 11/2006]"
244181,1535,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,State Library of South Australia Jervois Wing,S,State,,,,Adelaide,10875,,1504,H0201504,12550,Library,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5759/861 H105100 S510,205753989,ADELAIDE Council,,REG,28/05/1981,,"Opened in 1884, the Jervois Wing of the State Library, so named in 1965, is historically significant as the second home of the South Australian Institute. It was planned as first stage of grandiose new accommodation for the Institute and was intended to be joined by three other wings to form a quadrangle. The building was occupied in 1882 but the Library and Museum were not formally opened until 18 December 1884, by which time the Institute had been replaced by the Public Library, Museum and Art Gallery, a combined body managed by a single board. The Jervois Wing housed the National Gallery (now Art Gallery) of South Australia 1882-89 and the Museum until 1893. Since then the Library has been the principal tenant. The interior is significant as a relatively well-preserved example of a Victorian library."
244405,1358,205 Waymouth Street ADELAIDE,205,Waymouth Street,,,ADELAIDE,Cumberland Arms Hotel,S,State,,,,Adelaide,13383,,1316,H0201316,10510,Hotel - Motel - Inn,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6120/974 F40003 A54,201200009,ADELAIDE Council,,REG,11/09/1986,,"Originally licensed as the Crown and Anchor Hotel on a site further along Elizabeth Street, the current Cumberland Arms Hotel building dates from 1883 and was designed by H C Richardson for Sir E T Smith, brewer and philanthropist. It is a typical corner hotel with chamfered corner and verandah/balcony, but features some ebullient detailing which makes it out of the ordinary. It also serves as a reminder of the once dense residential development in the west end of Adelaide. The interior is significant for its fine entrance hall and staircase and for its upstairs rooms being largely intact."
245385,1667,127-133 Kingston Terrace NORTH ADELAIDE,127-133,Kingston Terrace,,,NORTH ADELAIDE,"Dwelling ('Nurney House'), including Loggia, Garden, Sheds, Laundry, Garage and Boundary Walls to Kingston Terrace and Stanley Street",S,State,,,,Adelaide,11577,,1665,H0201665,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,NORTH ADELAIDE,,,"CT 6057/478 D80214 A2,CT 6057/479 D80124 A1,CT 6131/911 D80214 A3",223301003,ADELAIDE Council,,REG,8/11/1984,,"Prominently situated on a large walled block overlooking the Park Lands, Nurney House dates back to the founding years of the Colony and is one of the earliest dwellings surviving in North Adelaide. It was built as a town residence for Capt. Charles Hervey Bagot, prominent early South Australian colonist, parliamentarian and pastoralist, and a founder of the Kapunda Copper Mine, one of the earliest mines in the colony. Since its construction Nurney House has been the home for various generations of the Bagot family. Around 1930 the original 1847 two-storey residence was enlarged and extensively remodelled in an eclectic Italianate style by Captain Bagot's great grandson, influential South Australian architect Walter Hervey Bagot, for his own residence. The southern courtyard, loggia and garden created as part of the c.1930 alterations add considerably to the distinctiveness of the building and are of particular architectural interest, as this concept was unique for its period within South Australia. The detailing of the interior of the house is also notable, due to features such as panelled vaults, highly decorated ceilings and cornices. After receiving his formal architectural training in Europe, Walter Hervey Bagot became a partner in the prominent Adelaide architectural practice Woods, Bagot, Jory and Laybourne Smith, which was responsible for the design of many of the major public buildings in South Australia from early in the twentieth century. A great admirer of Italian art and architecture, Bagot lectured on Italian art at the Art Gallery of South Australia and founded the Australian-Italian Society. He was a commissioner of the National Park at Belair and a governor of the Botanic Garden. The remodelling of Nurney House to resemble an Italian villa reflects Bagot's personal skills and interests and is an outstanding example of the work of this renowned South Australian architect. [Adapted from: Woodhead International Nurney House Conservation Plan' 1997]"
244231,1271,15-27 Pulteney Street ADELAIDE,15-27,Pulteney Street,,,ADELAIDE,Dwelling ('Ruthven Mansions'),S,State,,,,Adelaide,13368,,1186,H0201186,11510,Business House - Offices,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,"CT 5172/163 S12753 U7,CT 5172/162 S12753 U6,CT 5172/180 S12753 U24,CT 5172/179 S12753 U23,CT 5172/177 S12753 U21,CT 5172/176 S12753 U20,CT 5172/175 S12753 U19,CT 5172/174 S12753 U18,CT 5172/173 S12753 U17,CT 5172/188 S12753 U32,CT 5172/187 S12753 U31,CT","0203307117, 0203536008,0203537000,0203537035,020353706*,0203537094,0203537123,0203537158,0203537182,0203537211,0203537246,0203537270,020353730*,0203537334,0203537369,0203537393,0203537422,0203537457,0203537481,0203537510,0203537545,020353757*,0203537609,",ADELAIDE Council,,REG,11/09/1986,,"Ruthven Mansions are historically and architecturally significant because they represented, when built, a benchmark in luxury accommodation in Australia, incorporating innovations such as central vacuum cleaning, automated doors, mechanical ventilation, electric light and an electric lift. Despite subsequent cycles of dilapidation and refurbishment, and the loss of original internal details, the Mansions are an important example of this style of residential accommodation, and are among the earliest of Australia's multi-storey apartments. Built in two stages (1912 and 1915), the Mansions were erected for Ruthven Frederic Ruthven-Smith, a London investor. Stage one, designed by local architects Black and Fuller and constructed by A R Maddern and Son, originally consisted of twelve large apartments, one of which was occupied by the prominent Kyffin Thomas family of Register Newspaper fame. It was also the address of W A Webb, SA Railways Commissioner, such residents attesting to the desirability of these apartments by well-to-do Adelaide families. Stage two, of five storeys, was built by W C Torode and consisted of about twenty-eight flats, the facades to Pulteney and Austin Streets continuing the design of the earlier four storey section to the south. The design, strongly residential in character, is a distinctive full bodied interpretation of the Gothic and Art Nouveau styles without parallel in South Australia. [Adapted from: Marsden, S, Stark, P, Sumerling, P, 'Heritage of the City of Adelaide', Corporation of the City of Adelaide, 1990]"
244208,1269,237 North Terrace ADELAIDE,237,North Terrace,,,ADELAIDE,"Scots (originally Chalmers' Free) Church [Uniting, former Free Presbyterian Church]",S,State,,,,Adelaide,13370,,1184,H0201184,15500,Religious Building,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5657/396 F181869 A217,203304506,ADELAIDE Council,,REG,11/09/1986,,"Scots Church was built in 1850-51 and the spire was added in 1856. Originally known as Chalmers' Free Church, it is significant for being one of the Colony's major Free Presbyterian churches and is one of the grandest of those that have survived. It is also the only survivor of the Presbyterian Churches erected in Adelaide prior to Presbyterian Union in 1865 and is the second oldest church of any denomination remaining in South Adelaide."
244088,1666,222-230 Stanley Street NORTH ADELAIDE,222-230,Stanley Street,,,NORTH ADELAIDE,"Dwelling ('St Andrews'), including Coach House and fence",S,State,,,,Adelaide,13548,,1664,H0201664,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,NORTH ADELAIDE,,,CT 5147/452 D12749 A1,223300000,ADELAIDE Council,,REG,11/09/1986,,"St Andrews is one of Adelaide's grandest and most impressively sited residences comprising the original dwelling constructed in 1861-62 and a new wing built in about 1881. It was built by James MacGeorge for his own occupation. He was an architect of some note and had a sizeable practice embracing all the developed areas of the colony in the late 1850s. St Andrews is also significant for its association with David Murray, one of Adelaide's most successful merchants at the time of his purchasing it in 1880. Murray arrived in South Australia in 1853 and soon after began the drapery business of D & W Murray, the firm expanding to become that of wholesale warehousing and shirt and boot making. Later, offices were opened in London, Melbourne, Sydney, Brisbane, Launceston, Townsville, Rockhampton and Broken Hill. Murray also served as an MP for several years, was a founder of the Adelaide YMCA, donated money for a library at the SA School of Mines and Industries, and all his prints and engravings to what is now the Art Gallery of South Australia. [Condensed from S Marsden et al 'Heritage of the City of Adelaide (1990) p344 and 'Australian Dictionary of Biography' vol 5 (1974)]"
245438,1464,229 Stanley Street NORTH ADELAIDE,229,Stanley Street,,,NORTH ADELAIDE,Dwelling ('Sunnyside'),S,State,,,,Adelaide,13554,,1429,H0201429,16010,House,H,high level confidence,SHB,,,,,B,Building footprint,NORTH ADELAIDE,,,"CT 6127/723 F183850 A578,CT 6127/724 F163876 A92",223256505,ADELAIDE Council,,REG,11/09/1986,,"'Sunnyside' is significant for being designed by noted South Australian architect F Kenneth Milne (1885-1980) for his own occupation. It is perhaps the best example of domestic Neo-Georgian style in South Australia, reflecting Milne's special interest in the style. Plans for its construction were approved in 1936 and extensions in harmony with the original were made in 1941. Other notable works by Milne include the Hampshire Hotel, Grote Street, Adelaide (registered place 11578), the Adelaide Oval Scoreboard (registered place 13655) and Goldsborough House, North Terrace, Adelaide (registered place 13239). [S Marsden et al 'Heritage of the City of Adelaide (1990) p382]"
244047,20892,61-65 Archer Street NORTH ADELAIDE,61-65,Archer Street,,,NORTH ADELAIDE,"North Adelaide Police Station red brick residence, cell block and walled yard",S,State,,,,Adelaide,17034,,1918,H0201918,14570,Police Station,H,high level confidence,SHB,,,,,B,Building footprint,NORTH ADELAIDE,,A G,CT 5441/883 D47114 A71,222299108,ADELAIDE Council,,REG,14/12/1995,,"The 1864 Police Station originally had the office and quarters in the one building with a lock-up or cell block and walled yard to the rear. After 35 years it was decided to build a separate residence for the Sergeant and his family. At least nine small one-officer police stations were erected throughout the metropolitan area to a standard cottage design between 1891 and 1900. The Sergeant's residence at North Adelaide Police Station (c1900) is the only one of its type remaining in fairly original condition, the others of similar architectural design having either been demolished or substantially altered. Having separate accommodation for the officer-in-charge and his family was the method used prior to the 'villa' style of police stations with an in-built charge room which harkened back to the earlier single officer stations with quarters in the same building."
246160,1302,17 Morialta Street ADELAIDE,17,Morialta Street,,,ADELAIDE,Adelaide Benevolent and Strangers' Friend Society Hall,S,State,,,,Adelaide,13410,,1237,H0201237,12560,Hall,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5986/803 F181240 A398,020156200*,ADELAIDE Council,,REG,14/02/1986,,"The Adelaide Benevolent and Strangers' Friend Society's Hall (Elder Hall), completed in 1898, is historically significant for being built for the Adelaide Benevolent and Strangers' Friend Society. Founded in 1849, the Society is reputedly the oldest secular philanthropic society in South Australia, its chief work being to provide housing for the poor. Up until 1914 it was also the largest charity in the State. Funds from several well-known benefactors have enabled the Society to build, buy and lease property, providing cheap housing for the needy. The annual report for 1898 noted that through the years, and including the legacy in his will, the Society had received over 170,000 pounds from Sir Thomas Elder. Hence, the Society's hall was named in his honour."
244144,1556,Park Lands ADELAIDE,,Park Lands,,,ADELAIDE,"Palm House Conservatory, Adelaide Botanic Garden",S,State,,,,Adelaide,10850,,1527,H0201527,13020,Museum,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CR 5943/442 D66751 A101,205780100,ADELAIDE Council,,REG,24/07/1980,,"The Adelaide Botanic Garden Palm House is a rare example of the larger iron and glass botanical houses of the mid-late 19th Century, made possible by the technological developments of the Industrial Revolution. It is an excellent example of a sophisticated tensile structure, and its design, by the German architect Gustav Runge, displays the skilled application of new and developing structural technologies to produce a building that is light, robust, simple and elegant. The high integration of successful structural logic with sophisticated architectural form and detailing, the almost indistinguishable interrelationships between form and function, and the absence of any similar example of the style or type of glasshouse in Australia or worldwide, gives the Adelaide Botanic Palm House a high architectural significance. The Palm House also has high historical significance for its close association with Dr R M Schomburgk, the highly regarded second Director of the Adelaide Botanic Garden, who was almost solely responsible for its existence, and who personally designed its interior. Schomburgk contributed much to the development and reputation of the Adelaide Botanic Garden and is a significant South Australian figure in his own right. [Adapted from: Bruce Harry & Associates 'The Palm House, Adelaide Botanic Gardens Conservation Plan' (Draft) 1991]"
244206,1270,254 North Terrace ADELAIDE,254,North Terrace,,,ADELAIDE,Grand Lodge of Freemasons Adelaide Masonic Centre,S,State,,,,Adelaide,10956,,1185,H0201185,12530,Civic/Community Centre,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6062/837 F162944 A93,203345965,ADELAIDE Council,,REG,8/11/1984,,"The Adelaide Masonic Centre is historically significant as the headquarters of Freemasonry in South Australia. It serves as the meeting place of several lodges, including the State's oldest, the Lodge of Friendship, and is also the home of the Grand Lodge of South Australia. The Lodge of Friendship was consecrated at the headquarters of the South Australian Association in London in 1834, almost two years prior to colonisation, and its early members included several notable citizens. Freemasonry has continued to attract many prominent South Australians to its ranks in the ensuing years. The Centre was designed by Bruce and Harrall as a monolithic example of Classical Revival architecture and completed in 1927. It is a building of high architectural significance for its apt and unusual architectural design and detailing, impressive interior spaces, high degree of integrity and incorporation of progressive structural engineering ideas in its design. The use of reinforced concrete shear walls at upper levels and of waffle slabs incorporating breeze blocks is notable. (Adapted from Adelaide Masonic Centre Conservation Plan 1993)"
244119,1702,Park Lands NORTH ADELAIDE,,Park Lands,,,NORTH ADELAIDE,Adelaide Oval Scoreboard,S,State,,,,Adelaide,13655,,1707,H0201707,18100,Historic Sites (unclassified),H,high level confidence,SHB,,,,,B,Building footprint,NORTH ADELAIDE,,,CR 6102/703 D81642 A129,223406200,ADELAIDE Council,,REG,11/09/1986,,"The Adelaide Oval Scoreboard, completed in 1911, is an excellent example of an architect's solution to a potentially mundane commission. Manually operated over four storeys, the Scoreboard incorporated new features including a novel approach to the layout of information which gave unparalleled detail on the progress of cricket matches, only surpassed with the advent of modern electronic scoreboards. (HSA 10/00)"
244422,1636,91-100 West Terrace ADELAIDE,91-100,West Terrace,,,ADELAIDE,"Archbishop's House - Catholic (formerly known as Bishop's Palace), Fence and Outbuilding",S,State,,,,Adelaide,13398,,1621,H0201621,15500,Religious Building,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 5358/422 F181132 A290,201701903,ADELAIDE Council,,REG,11/09/1986,,"The Archbishop's House was built in 1845 to the design of the notable early architect George S Kingston. It was subsequently altered in 1860, 1882, 1918, 1935 and 1936. Historically, it is associated with Dr. Murphy and has been the residence of all subsequent Catholic Bishops. It is one of the earliest Roman Catholic buildings to survive in South Australia, and is contemporary with the Colony's first Roman Catholic Church, St Mary's at Morphett Vale (registered place 10596). It is also one of the few remaining residences surviving along West Terrace, and therefore serves as a reminder of the transition from residential to mainly commercial land use in the area. Of note, and demonstrating early building techniques, is the rare early rolled sheet metal roof, of which the one on Buffalo Cottage, Finniss Street, North Adelaide (registered place 13557) is the only other known example in the City. (PJS 18/11/97)"
244152,1531,North Terrace ADELAIDE,,North Terrace,,,ADELAIDE,"Barr Smith Library (original building only), The University of Adelaide",S,State,,,,Adelaide,10643,,1500,H0201500,14010,University,H,high level confidence,SHB,,,,,B,Building footprint,ADELAIDE,,,CT 6077/7 H105100 S1207,020575413*,ADELAIDE Council,,REG,23/09/1982,,"The Barr Smith Library is of high historical significance as the direct lineal descendant of the first library established by the University of Adelaide (the State's first university) in 1882, and for its long association with the Barr Smith family, a prominent and successful South Australian family whose interest and philanthropy was largely responsible for its development. The building is also of high architectural significance. Largely intact despite extensive later additions, the 1930-32 building is an uncommon and good example of the monumental library design concept in use in Australia, and is the most outstanding representative in the State of the Georgian Revival architectural style, particularly as applied to academic buildings. In its masterly architectural composition, grand scale and classically detailed interior it eloquently expresses the traditionalist design philosophy and skills of its architect, Walter Hervey Bagot, a prominent and professionally active South Australian architect, and is considered to be his finest work in the style. The exceptional quality of the workmanship applied to its construction further enhances the building's architectural significance. The highly enriched Reading Room, with its monumental volume and its vaulted and gilded ceiling, is one of very few grandly-scaled, classically-detailed architectural interiors in Adelaide, and thought to be the largest vaulted one. [Adapted from: Bruce Harry & Associates 'The Historic Barr Smith Library Building Conservation Plan' July 2000.]"
