id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b20557607,http://www.catalog.slsa.sa.gov.au/record=b2055760,http://www.catalog.slsa.sa.gov.au/xrecord=b2055760,"Gabriel, Francis, photographer","Hindley Street, Adelaide",1911,Photograph  21.4 cm x 13.2 cm,"Hindley Street, Adelaide, north side. This building has the inscription 'E. Fischer & Sons, Importers' on its parapet [it is next door to E. Fischer's Saddlery]. The ground floor is the premises for W.S.Wood, Tailor and Clothier. A man, possibly the proprietor, is standing in its doorway. The east side of the building is 13 yards west of the Black Bull Hotel, and west side of Wood's is 8 yards east of Blyth Street","Stores, Retail;Architecture;Hindley Street (Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/02250/B2106.jpg,50
b20558120,http://www.catalog.slsa.sa.gov.au/record=b2055812,http://www.catalog.slsa.sa.gov.au/xrecord=b2055812,"Gabriel, Francis, photographer","Hindley Street, Adelaide",1908,Photograph  28.0 cm x 14.7 cm,"Grant's Coffee Palace, Hindley street, Adelaide. Designed by architect Albert Selmar Conrad, and built in 1903, the Austral Stores originally comprised 12 shops and dwellings. After 1908 the building operated as Grant's Coffee Palace, a 'coffee palace' being a popular alternative to hotels after the growth of the temperance movement. In 1919 it was taken over by John West, and has been known as West's Coffee Palace ever since. The paired and turreted towers, projecting gables, red brick and render walls, Byzantine details and steep terracotta tiled roof are characteristic of the Federation period. Right side of Grant's is 36 yards west of Victoria Street and frontage is 62.5 yards. For views taken in 1960, see B 14327-29","West's Coffee Palace (Adelaide, S. Aust.);Architecture, Edwardian -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/02250/B2112.jpg,52
b20559549,http://www.catalog.slsa.sa.gov.au/record=b2055954,http://www.catalog.slsa.sa.gov.au/xrecord=b2055954,,"House, Hindley Street, Adelaide",1914,Photograph  20.5 cm x 14.3 cm,"Hindley Street, Adelaide, south side, next door (east) to the West End Brewery.  The photo was taken January 23rd 1914.   The right side of the house is 30 yards west of George Street. Built by William Collins in 1838 or 1839, it was demolished between 1914 & 1923 and the site was used as a yard by Harley & Co., ironfoundries. Former occupants include Dr. J.N. Knott (1843) and later by the Rev. J.A. Dowie, founder of Zion City.  More recently was occupied by Veterinary Surgeon, R.S. Crabb. (see Observer, April 8, 1905, p.23)",,http://images.slsa.sa.gov.au/mpcimg/00250/B82.jpg,67
b20559653,http://www.catalog.slsa.sa.gov.au/record=b2055965,http://www.catalog.slsa.sa.gov.au/xrecord=b2055965,"Gazard, John, photographer","Colonial Ironworks, Hindley Street",1906,"Photograph  15.7 cm x 10.5 cm;RESERVE 4 [glass plate negative];Also exists in digital form, accessible via the Internet, and as a negative (glass), 25.5 cm x 30 cm","Forwood down & Co Ltd., Colonial Ironworks, Hindley Street, south side. Near side of the verandah is 50 yards east of Clarendon Street and far side of verandah is 21.5 yards east of Clarendon Street",,http://images.slsa.sa.gov.au/mpcimg/09250/B9089.jpg,69
b20559690,http://www.catalog.slsa.sa.gov.au/record=b2055969,http://www.catalog.slsa.sa.gov.au/xrecord=b2055969,"State Library of South Australia, photographer","City Produce Company, Morphett Street",1910,Photograph  14.6 cm x 19.0 cm;RESERVE 4 [glass plate negative],"[General description] A man and some children pose for the photographer outside  this dilapidated building, probably once the premises of the Albion Hotel, which appears to be in the first stages of demolition. [On back of photograph] 'Acre 70 / Morphett Street, west side / 1910-19. / The far side of the City Produce Co.'s building is 57 yards south of Hindley Street. Near side of building * on the corner is 38.5 yards south of Hindley Street. *The Albion Hotel (see list of licences 1839-40) is said to have occupied this site.' (Another hand) 'Correct. See Duryea Panorama' (Another hand) 'Copied from a photo. in the possession of the S.A. Branch of the Royal Geographical Society'","Morphett Street (Adelaide, S. Aust.);Hotels -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/04000/B3845.jpg,70
b20559884,http://www.catalog.slsa.sa.gov.au/record=b2055988,http://www.catalog.slsa.sa.gov.au/xrecord=b2055988,,"Woodhead's Adelaide Hotel, Hindley Street",1908,Photograph  20.0 cm x 14.7 cm,"Adelaide Hotel, Hindley Street, south side. Right side of the hotel is 15 yards east of Morphett Street  frontage: 20 yards",Adelaide Hotel (S. Aust.);Hotels -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/09000/B8980.jpg,71
b20559896,http://www.catalog.slsa.sa.gov.au/record=b2055989,http://www.catalog.slsa.sa.gov.au/xrecord=b2055989,,"Woodheads Adelaide Hotel, Hindley Street",1909,Photograph  20.0 cm x 14.7 cm,"Adelaide Hotel, Hindley Street, south side showing the addition of a verandah to the frontage. Delicenced in 1916. Right side of the hotel is 15 yards east of Morphett Street  frontage: 20 yards",Adelaide Hotel (S. Aust.);Hotels -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/09000/B8981.jpg,71
b2056014x,http://www.catalog.slsa.sa.gov.au/record=b2056014,http://www.catalog.slsa.sa.gov.au/xrecord=b2056014,"Government Photolithographer (S. Aust.), photographer","Solomon Street, Adelaide",1919,Photograph  15.4 cm x 11.2 cm,"North side of Solomon Street, Adelaide, approximately 10 yards east of Rosina Street.  Taken in September 1919 before this building was demolished and a galvanised iron workshop erected on the site",,http://images.slsa.sa.gov.au/mpcimg/00500/B314.jpg,73
b20560151,http://www.catalog.slsa.sa.gov.au/record=b2056015,http://www.catalog.slsa.sa.gov.au/xrecord=b2056015,"Government Photolithographer (S. Aust.), photographer","Solomon Street, Adelaide",1919,Photograph  15.1 cm x 11.4 cm,"North side of Solomon Street, Adelaide, approximately 10 yards east of Rosina Street.  Taken in September 1919 before this building was demolished and a galvanised iron workshop erected on the site",,http://images.slsa.sa.gov.au/mpcimg/00500/B315.jpg,73
b20560254,http://www.catalog.slsa.sa.gov.au/record=b2056025,http://www.catalog.slsa.sa.gov.au/xrecord=b2056025,"Gall, Ernest, photographer",Hindley Street,1907,Photograph  24.4 cm x 18.7 cm,"Hindley Street, south side, Grand Coffee Palace, right side of building is 2.5 yards west of Victoria Street and frontage is 29.5 yards",,http://images.slsa.sa.gov.au/mpcimg/05500/B5305.jpg,74
b20759903,http://www.catalog.slsa.sa.gov.au/record=b2075990,http://www.catalog.slsa.sa.gov.au/xrecord=b2075990,,Globe Dining Rooms at 75 Hindley Street,1905,Photograph  20 cm x 15.5 cm,"The Globe Dining Rooms. Alice Jerrems operated the rooms from 1901 to 1922. Born Alice Kearns on 9/8/1870, Alice and her second husband Arthur had one daughter, Edith in 1897. Alice died on the 17 September 1936 and is buried in West Terrace Cemetery. (see Advertiser 18.9.1936 pg.16)",Restaurants -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/54000/B53933.jpg,75
b20560862,http://www.catalog.slsa.sa.gov.au/record=b2056086,http://www.catalog.slsa.sa.gov.au/xrecord=b2056086,,Leigh Street,1907,photograph,"Leigh Street, near side of the two storey building on left is 54 yards south of Hindley Street and frontage is 8 yards",,http://images.slsa.sa.gov.au/mpcimg/08500/B8483.jpg,76
b20560874,http://www.catalog.slsa.sa.gov.au/record=b2056087,http://www.catalog.slsa.sa.gov.au/xrecord=b2056087,,"Black Horse Hotel, Leigh Street",1907,photograph,"The Black Horse Hotel, M.Whelan, licensee, and premises of Terence McGann, photographer. Leigh Street, west side, May 1907. Near side of Hotel is 47 yards south of Hindley Street and frontage is 15 yards","Black Horse Hotel (Leigh Street, Adelaide, S. Aust.);Hotels -- South Australia -- Adelaide;Architecture -- South Australia -- Adelaide;Leigh Street (Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/08500/B8484.jpg,76
b20561271,http://www.catalog.slsa.sa.gov.au/record=b2056127,http://www.catalog.slsa.sa.gov.au/xrecord=b2056127,,Hindley Street,1907,photograph,"White Hart Hotel, Hindley Street, south side",,http://images.slsa.sa.gov.au/mpcimg/37250/B37108.jpg,77
b20561787,http://www.catalog.slsa.sa.gov.au/record=b2056178,http://www.catalog.slsa.sa.gov.au/xrecord=b2056178,,King William Street,1900,Photograph ,South west corner of King William Street and Hindley Street,,http://images.slsa.sa.gov.au/mpcimg/13750/B13744.jpg,78
b20561878,http://www.catalog.slsa.sa.gov.au/record=b2056187,http://www.catalog.slsa.sa.gov.au/xrecord=b2056187,,King William Street,1900,Photograph  14.3 cm x 8.9 cm,King William Street,,http://images.slsa.sa.gov.au/mpcimg/26250/B26005.jpg,78
b20561349,http://www.catalog.slsa.sa.gov.au/record=b2056134,http://www.catalog.slsa.sa.gov.au/xrecord=b2056134,,"Hindley Street, Adelaide",1901,Photograph  20.1 cm x 15.2 cm,"Southern side of Hindley Street, looking west from the King William Street intersection. The building on the corner is occupied by 'Joel Moss's Monster Tailoring Palace', and Hooper's Furnishing store can be seen further along the street",,http://images.slsa.sa.gov.au/mpcimg/01250/B1052.jpg,78
b20561738,http://www.catalog.slsa.sa.gov.au/record=b2056173,http://www.catalog.slsa.sa.gov.au/xrecord=b2056173,"Walker, Gordon, photographer",Hindley Street,1901,photograph,Hindley Street during the visit of the Duke of York,,http://images.slsa.sa.gov.au/mpcimg/08500/B8476.jpg,78
b20562019,http://www.catalog.slsa.sa.gov.au/record=b2056201,http://www.catalog.slsa.sa.gov.au/xrecord=b2056201,,Hindley Street,1901,Photograph  13.5 cm x 10 cm,Hindley Street during the visit of the Duke of York,,http://images.slsa.sa.gov.au/mpcimg/35250/B35039.jpg,78
b20561830,http://www.catalog.slsa.sa.gov.au/record=b2056183,http://www.catalog.slsa.sa.gov.au/xrecord=b2056183,,Hindley Street,1903,Post card  13.8 cm x 8.8 cm,"Hindley Street, south side of corner with King William Street. For a history note prepared by M. Gayler on the firm Bridgland & Atterton (second building from left) see 'notes'.",,http://images.slsa.sa.gov.au/mpcimg/17750/B17596.jpg,78
b20561520,http://www.catalog.slsa.sa.gov.au/record=b2056152,http://www.catalog.slsa.sa.gov.au/xrecord=b2056152,"Gall, Ernest, photographer",King William Street,1904,Photograph  24.1 cm x 18.7 cm,King William Street,,http://images.slsa.sa.gov.au/mpcimg/05500/B5319.jpg,78
b20561507,http://www.catalog.slsa.sa.gov.au/record=b2056150,http://www.catalog.slsa.sa.gov.au/xrecord=b2056150,"Walker, Gordon, photographer",Hindley Street,1909,Photograph  13.1 cm x 8.2 cm,"View along the southern side of Hindley Street, looking west from the King William Street intersection. The business premises of Bridgland & Atterton (tailors), Bricknell's, and Hooper's Furniture can be seen",,http://images.slsa.sa.gov.au/mpcimg/05750/B5527.jpg,78
b20561921,http://www.catalog.slsa.sa.gov.au/record=b2056192,http://www.catalog.slsa.sa.gov.au/xrecord=b2056192,,King William Street,1910,Photograph;RESERVE 1 album,"King William Street, Rundle Street and Hindley Street intersection",,http://images.slsa.sa.gov.au/mpcimg/27750/B27584_1.jpg,78
b20562020,http://www.catalog.slsa.sa.gov.au/record=b2056202,http://www.catalog.slsa.sa.gov.au/xrecord=b2056202,,Hindley Street,1910,Photograph  14 cm x 18 cm;RESERVE 1 b [photograph];RESERVE 4 [glass plate negative],South west corner of Hindley Street and King William Street,,http://images.slsa.sa.gov.au/mpcimg/35250/B35176.jpg,78
b20561957,http://www.catalog.slsa.sa.gov.au/record=b2056195,http://www.catalog.slsa.sa.gov.au/xrecord=b2056195,,King William Street,1912,photograph,Corner of King William Street and Hindley Street,,http://images.slsa.sa.gov.au/mpcimg/28500/B28320.jpg,78
b20777462,http://www.catalog.slsa.sa.gov.au/record=b2077746,http://www.catalog.slsa.sa.gov.au/xrecord=b2077746,,"The Industrial Building, King William Street",1915,Photograph  20 cm x 15.5 cm,"ACRE 78: The Industrial Building, 53 King William Street",,http://images.slsa.sa.gov.au/mpcimg/55750/B55668.jpg,78
b20563103,http://www.catalog.slsa.sa.gov.au/record=b2056310,http://www.catalog.slsa.sa.gov.au/xrecord=b2056310,,King William Street,1900,Postcard  13.9 cm x 8.9 cm,"King William Street, east side",,http://images.slsa.sa.gov.au/mpcimg/35000/B34800.jpg,79
b20563115,http://www.catalog.slsa.sa.gov.au/record=b2056311,http://www.catalog.slsa.sa.gov.au/xrecord=b2056311,,King William Street,1900,Postcard  12.6 cm x 7.6 cm,"King William Street, east side",,http://images.slsa.sa.gov.au/mpcimg/35000/B34897.jpg,79
b20563425,http://www.catalog.slsa.sa.gov.au/record=b2056342,http://www.catalog.slsa.sa.gov.au/xrecord=b2056342,,King William Street,1900,"Negative, glass plate (quarter plate)  4.25"" x 3.75"";RESERVE 4",King William Street,,http://images.slsa.sa.gov.au/mpcimg/42250/B42168.jpg,79
b22213193,http://www.catalog.slsa.sa.gov.au/record=b2221319,http://www.catalog.slsa.sa.gov.au/xrecord=b2221319,,"Rundle Street, Adelaide",ca.1900,Photograph (B&W print)  8.8 cm x 8.2 cm;RESERVE 1,"View looking along Rundle Street, with 'the Corner' on the left hand side and the building of Massey Harris Cycle Agency on the right.","Rundle Street (Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/71250/B71048.jpg,79
b20563127,http://www.catalog.slsa.sa.gov.au/record=b2056312,http://www.catalog.slsa.sa.gov.au/xrecord=b2056312,,Rundle Street,1901,Photograph  13.5 cm x 10 cm,Rundle Street decorated for the visit of the Duke of York,,http://images.slsa.sa.gov.au/mpcimg/35250/B35040.jpg,79
b20562779,http://www.catalog.slsa.sa.gov.au/record=b2056277,http://www.catalog.slsa.sa.gov.au/xrecord=b2056277,,King William Street,1904,Postcard  14.3 cm x 8.9 cm,"King William Street, east side",,http://images.slsa.sa.gov.au/mpcimg/16500/B16393_54.jpg,79
b20562457,http://www.catalog.slsa.sa.gov.au/record=b2056245,http://www.catalog.slsa.sa.gov.au/xrecord=b2056245,,King William Street,1908,Photograph  20.7 cm x 15.2 cm,"[General description] City buildings and the Number 1 electric tram in King William Street, looking south towards the Town Hall. The road is lined with utility poles. Businesses easily made out are Balfours tearooms on the left and Lewis's Southern Cross Hotel in the centre. Note the helmeted policeman on the right. [On back of photograph] 'Acres 79, 108 / King William Street, looking south from Hindley Street / 1908-09'","Trams -- South Australia -- Adelaide;King William Street (Adelaide, S. Aust.) -- Buildings",http://images.slsa.sa.gov.au/mpcimg/04500/B4462.jpg,79
b20562883,http://www.catalog.slsa.sa.gov.au/record=b2056288,http://www.catalog.slsa.sa.gov.au/xrecord=b2056288,,King William Street,1908,Photograph  16.7 cm x 12.2 cm,King William Street,,http://images.slsa.sa.gov.au/mpcimg/22000/B21762.jpg,79
b20562950,http://www.catalog.slsa.sa.gov.au/record=b2056295,http://www.catalog.slsa.sa.gov.au/xrecord=b2056295,,King William Street,1908,photograph;RESERVE 1 b,"King William Street, East Side",,http://images.slsa.sa.gov.au/mpcimg/29750/B29632.jpg,79
b20562639,http://www.catalog.slsa.sa.gov.au/record=b2056263,http://www.catalog.slsa.sa.gov.au/xrecord=b2056263,,King William Street,1909,Photograph  20.5 cm x 14.6 cm,King William Street,,http://images.slsa.sa.gov.au/mpcimg/11250/B11005.jpg,79
b20562949,http://www.catalog.slsa.sa.gov.au/record=b2056294,http://www.catalog.slsa.sa.gov.au/xrecord=b2056294,,King William Street,1910,Postcard  14.2 cm x 9.1 cm,"King William Street, East Side",,http://images.slsa.sa.gov.au/mpcimg/27750/B27597.jpg,79
b20739084,http://www.catalog.slsa.sa.gov.au/record=b2073908,http://www.catalog.slsa.sa.gov.au/xrecord=b2073908,,"Shops in King William Street, Adelaide",1910,photograph  16.5 x 21.5 cm,"Close view of shops on eastern side of King William Street, Adelaide  they include Perryman & Co., jewellers, Jackman's Fresh Fish and Oyster shop  C. Wells, Chemist, with a fish & grill restaurant above their premises","Jewelers -- South Australia -- Adelaide;Stores, Retail -- South Australia -- Adelaide;Chemists -- South Australia -- Adelaide;Restaurants -- South Australia -- Adelaide;King William Street (Adelaide, S. Aust.) -- Buildings",http://images.slsa.sa.gov.au/mpcimg/63500/B63409.jpg,79
b2056272x,http://www.catalog.slsa.sa.gov.au/record=b2056272,http://www.catalog.slsa.sa.gov.au/xrecord=b2056272,,King William Street,1912,Photograph  20.6 cm x 14.8 cm,"King William Street, east side",,http://images.slsa.sa.gov.au/mpcimg/15500/B15453.jpg,79
b20562822,http://www.catalog.slsa.sa.gov.au/record=b2056282,http://www.catalog.slsa.sa.gov.au/xrecord=b2056282,"Davidson, John, photographer",King William Street,1912,Photograph  21 cm x 16 cm,"King William Street, east side",,http://images.slsa.sa.gov.au/mpcimg/18750/B18702.jpg,79
b20563255,http://www.catalog.slsa.sa.gov.au/record=b2056325,http://www.catalog.slsa.sa.gov.au/xrecord=b2056325,,King William Street,1913,photograph,"King William Street, east side",,http://images.slsa.sa.gov.au/mpcimg/37500/B37399.jpg,79
b20563310,http://www.catalog.slsa.sa.gov.au/record=b2056331,http://www.catalog.slsa.sa.gov.au/xrecord=b2056331,,Rundle Street,1914,Photograph,"An Argyll truck in Rundle Street, south side",Trucks -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/37750/B37652.jpg,79
b20562354,http://www.catalog.slsa.sa.gov.au/record=b2056235,http://www.catalog.slsa.sa.gov.au/xrecord=b2056235,,Rundle Street,1918,Photograph  29.0 cm x 24.0 cm;RESERVE 1 b,"[On back of photograph] 'Rundle Street, looking east from King William Street. / 1918-20 / Acres 79,80 / The near side of Barlow's (on extreme left of photo) is 30 yards east of King William Street. The extreme right is 38 yards east of King William St.' (Another hand) 'Neg. available 1968' [General description] On a busy day in Rundle Street people stroll along the pavement and across the road amongst the slow moving traffic, both motor and horse-drawn. City buildings and shops are seen on either side of the street. Shown on the North side of the street are The C.J. Young Shoe Co., Barlow's Shoes, a chemist, Stevenson's Jewellers clock and Marshall's Dept Store. Shown on the South side are Thelma-Duryea Photographic Studio, Bricknell's Cafe, the Grand Theatre, Sigalas & Co., Cawthorne's Piano & Music Warehouse, Kindermann's Cafe (est.1851), Charlick Bros Grocers & Teamen, and De-Lany's Red Lion Hotel",,http://images.slsa.sa.gov.au/mpcimg/02250/B2221.jpg,79
b20562603,http://www.catalog.slsa.sa.gov.au/record=b2056260,http://www.catalog.slsa.sa.gov.au/xrecord=b2056260,,King William Street,1918,photograph;RESERVE 4 [glass plate negative],King William Street,,http://images.slsa.sa.gov.au/mpcimg/08750/B8522.jpg,79
b20562342,http://www.catalog.slsa.sa.gov.au/record=b2056234,http://www.catalog.slsa.sa.gov.au/xrecord=b2056234,,"King William Street, Adelaide",1919,Photograph  28.7 cm x 21.5 cm,"King William Street, Adelaide, looking south from Hindley Street, on a wet day. The busy street shows a mix of tram, car and horse drawn transport. On the left is the Waterhouse building with Duhst and Biven, Tobacconists, on its ground floor. On the right is Archer and Holland, Jewellers. In the centre is Noonan's Southern Cross Hotel. The Town Hall and Post Office Towers are seen in the distance",Panoramas -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/02250/B2219.jpg,79
b20562871,http://www.catalog.slsa.sa.gov.au/record=b2056287,http://www.catalog.slsa.sa.gov.au/xrecord=b2056287,,King William Street,1919,Photograph  20.4 cm x 14.8 cm,"King William Street, east side",,http://images.slsa.sa.gov.au/mpcimg/21750/B21704.jpg,79
b20563814,http://www.catalog.slsa.sa.gov.au/record=b2056381,http://www.catalog.slsa.sa.gov.au/xrecord=b2056381,,Rundle Street,1901,Photograph  16.5 cm x 12.4 cm,Naval and military parade Rundle Street,South Australia. Army. Volunteer Military Force,http://images.slsa.sa.gov.au/mpcimg/21000/B20807.jpg,80
b20563826,http://www.catalog.slsa.sa.gov.au/record=b2056382,http://www.catalog.slsa.sa.gov.au/xrecord=b2056382,,Rundle Street,1901,Photograph  16.6 cm x 12.3 cm,Military Parade in Rundle Street,South Australia. Army. Volunteer Military Force,http://images.slsa.sa.gov.au/mpcimg/21000/B20808.jpg,80
b2056370x,http://www.catalog.slsa.sa.gov.au/record=b2056370,http://www.catalog.slsa.sa.gov.au/xrecord=b2056370,"Gabriel, Francis, photographer","Rundle Street, Adelaide",1908,Photograph  19.9 cm x 13.9 cm;RESERVE 4 [glass plate negative],"[General description]  Shopping in Rundle Street. The pavement is crowded with people and the street  busy with horse drawn traffic. In the left foreground are signs for The Alliance Opticians and Goudrey's Chemist. The clock in the centre of the view is located above Stevenson's Watchmakers, next to the Coliseum and Donaldson's department stores. In the right foreground is Smith's fruit barrow. [On back of photograph] 'Acres 80, 81 / Rundle Street, looking east from a point near King William Street / c. 1911'","Shops, Retail -- South Australia -- Adelaide;Horse drawn vehicles -- South Australia -- Adelaide;Rundle Street (Adelaide, S. Aust.) -- Buildings",http://images.slsa.sa.gov.au/mpcimg/03750/B3525.jpg,80
b20564065,http://www.catalog.slsa.sa.gov.au/record=b2056406,http://www.catalog.slsa.sa.gov.au/xrecord=b2056406,"Gazard, John, photographer",Rundle Street,1908,Photograph (b&w print)  31 cm x 22.8 cm;RESERVE 1 b,"Rundle Street looking East from about the premises of Hammer & Co., photographers at No.6. On the North side can be seen the signs of the Goldsmiths and Opticians Alliance, A.W.Barlow & Co. (boot importers) and J.E. Coudrey (Homeopathic and Dispensing Chemist). On the South Side are Heyne, Potter & Co., (Seedsmen), the Anglo-American Candy Factory, States Supply Stores, London Tailoring Depot, Bricknell's Cafe (scene of the first meeting of the 'Women's Non-Party Political Association' on the 19th July 1909), Woodman's Piano Warehouse and Townsend Duryea (Photographer). Two copies - slightly differing in size",,http://images.slsa.sa.gov.au/mpcimg/45750/B45688.jpg,80
b20563462,http://www.catalog.slsa.sa.gov.au/record=b2056346,http://www.catalog.slsa.sa.gov.au/xrecord=b2056346,,"Rundle Street, Adelaide",1915,Photograph  20.7 cm x 14.5 cm,"Rundle Street, south side, Adelaide, looking West towards James place. Bricknell's Cafe is on the extreme left. Drake's Norfolk Arms Hotel stands on the western corner of James Place. For view after the erection of the Grand Theatre se B 1286",,http://images.slsa.sa.gov.au/mpcimg/00250/B55.jpg,80
b20564545,http://www.catalog.slsa.sa.gov.au/record=b2056454,http://www.catalog.slsa.sa.gov.au/xrecord=b2056454,,Rundle Street,1900,lantern slide photograph  16 cm x 15.5 cm,"Rundle Street, south side showing a parade of mounted troops",,http://images.slsa.sa.gov.au/mpcimg/35500/B35333.jpg,81
b20564557,http://www.catalog.slsa.sa.gov.au/record=b2056455,http://www.catalog.slsa.sa.gov.au/xrecord=b2056455,,Rundle Street,1900,lantern slide,"Rundle Street, south side showing a parade of troops",,http://images.slsa.sa.gov.au/mpcimg/36250/B36203.jpg,81
b20564235,http://www.catalog.slsa.sa.gov.au/record=b2056423,http://www.catalog.slsa.sa.gov.au/xrecord=b2056423,"Gall, Ernest, photographer",Rundle Street,1901,Photograph  24.2 cm x 18.9cm,"Rundle Street, south side, 26th July 1901. Near side of Griffith's building is 30 yards west of Gawler Place  its frontage is 12 yards",,http://images.slsa.sa.gov.au/mpcimg/05500/B5314.jpg,81
b20564417,http://www.catalog.slsa.sa.gov.au/record=b2056441,http://www.catalog.slsa.sa.gov.au/xrecord=b2056441,,Rundle Street,1905,Postcard  14 cm x 9 cm,"Rundle Street, south side showing traffic of horse drawn tram and vehicles",,http://images.slsa.sa.gov.au/mpcimg/17500/B17475.jpg,81
b20564181,http://www.catalog.slsa.sa.gov.au/record=b2056418,http://www.catalog.slsa.sa.gov.au/xrecord=b2056418,"Gabriel, Francis, photographer","Rundle Street, Adelaide",1909,Photograph  15.1 cm x 20.3 cm;RESERVE 4 [glass plate negative],"[General description] Rundle Street, its horse drawn traffic and its buildings, seen from above with the hills forming a backdrop. In the centre of the view is Flannagan's Hamburg Hotel. The horse trams are still in use, with number 106 tram appearing near the Gawler Place intersection. [On back of photograph] 'Rundle Street / looking east from Stephens Place / 1909 / Near side of Griffiths' building is 15 yards east of Stephens Place.'","Rundle Street (Adelaide, S. Aust.) -- Buildings",http://images.slsa.sa.gov.au/mpcimg/03750/B3530.jpg,81
b20564314,http://www.catalog.slsa.sa.gov.au/record=b2056431,http://www.catalog.slsa.sa.gov.au/xrecord=b2056431,,Rundle Street,1911,photograph,"Rundle Street, south side, looking east from Stephens Place. The extreme right is 30 yards west of Gawler Place",,http://images.slsa.sa.gov.au/mpcimg/08750/B8524.jpg,81
b20564260,http://www.catalog.slsa.sa.gov.au/record=b2056426,http://www.catalog.slsa.sa.gov.au/xrecord=b2056426,,Rundle Street,1914,Photograph  9.9 cm x 5.6 cm,Soldiers of the A. I. F. (Light Horse) marching along Rundle Street before embarkation in 1914,Australia. Army. Light Horse;Soldiers -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/07250/B7149.jpg,81
b20564272,http://www.catalog.slsa.sa.gov.au/record=b2056427,http://www.catalog.slsa.sa.gov.au/xrecord=b2056427,,Rundle Street,1914,Photograph  9.9 cm x 7.7 cm,Soldiers of the A. I. F. (Light Horse) marching along Rundle Street before embarkation in 1914,"Australia. Army. Australian Imperial Force (1914-1921);Australia Army Australian Light Horse;World War, 1914-1918 -- South Australia -- Adelaide;Soldiers -- South Australia -- Adelaide",http://images.slsa.sa.gov.au/mpcimg/07250/B7150.jpg,81
b20564284,http://www.catalog.slsa.sa.gov.au/record=b2056428,http://www.catalog.slsa.sa.gov.au/xrecord=b2056428,,Rundle Street,1914,Photograph  9.9 cm x 7.7 cm,Soldiers of the A. I. F. (Light Horse) marching along Rundle Street before embarkation in 1914,Australia. Army. Australian Imperial Force (1914-1921);Australia Army Australian Light Horse;Soldiers -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/07250/B7151.jpg,81
b20564387,http://www.catalog.slsa.sa.gov.au/record=b2056438,http://www.catalog.slsa.sa.gov.au/xrecord=b2056438,,Rundle Street,1914,Photograph ,"Rundle Street, south side",,http://images.slsa.sa.gov.au/mpcimg/16500/B16271.jpg,81
b20564478,http://www.catalog.slsa.sa.gov.au/record=b2056447,http://www.catalog.slsa.sa.gov.au/xrecord=b2056447,,"Rundle Street, South Side",1914,Photograph  16 cm x 11 cm,"Rundle Street, south side, looking east showing marching soldiers",,http://images.slsa.sa.gov.au/mpcimg/31500/B31280.jpg,81
b20739047,http://www.catalog.slsa.sa.gov.au/record=b2073904,http://www.catalog.slsa.sa.gov.au/xrecord=b2073904,,"Light Horse soldiers in Rundle Street, Adelaide",1914,photograph  17 x 21.5 cm,"ACRE 81: Men of the Light Horse Regiment riding along Rundle Street, Adelaide, crowds of spectators line the street and watch from viewing points above the shops","Australia. Army. Light Horse;Horsemen and horsewomen -- South Australia -- Adelaide;Crowds -- South Australia -- Adelaide;Rundle Street (Adelaide, S. Aust.) -- Buildings, structures, etc",http://images.slsa.sa.gov.au/mpcimg/63500/B63405.jpg,81
b20564880,http://www.catalog.slsa.sa.gov.au/record=b2056488,http://www.catalog.slsa.sa.gov.au/xrecord=b2056488,,Rundle Street,1900,Photograph  21 cm x 16 cm,Watering the street by horse and cart,"Street cleaning -- South Australia -- Adelaide;Carriages and carts -- South Australia -- Adelaide;Rundle Street (Adelaide, S. Aust.)",http://images.slsa.sa.gov.au/mpcimg/17750/B17565.jpg,82
b20565203,http://www.catalog.slsa.sa.gov.au/record=b2056520,http://www.catalog.slsa.sa.gov.au/xrecord=b2056520,,Rundle Street,1900,Photograph (b&w print)  12.6 cm x 17 cm,Corner of Rundle Street and Gawler Place,,http://images.slsa.sa.gov.au/mpcimg/41000/B40783.jpg,82
b20564752,http://www.catalog.slsa.sa.gov.au/record=b2056475,http://www.catalog.slsa.sa.gov.au/xrecord=b2056475,"Gall, Ernest, photographer",Gawler Place,1901,Photograph  24.7 cm x 18.7 cm,"Gawler Place, east side. About 1901. Three story building is 5 1/2 yards south of Featherstone Place. Frontage : 41 yards",,http://images.slsa.sa.gov.au/mpcimg/05500/B5338.jpg,82
